country_name,country_code,year,"Agriculture, forestry, and fishing, value added (current US$)",Arable land (hectares per person),Average precipitation in depth (mm per year),Cereal production (metric tons),Cereal yield (kg per hectare),Crop production index (2014-2016 = 100),Employment in agriculture (% of total employment) (modeled ILO estimate),Fertilizer consumption (kilograms per hectare of arable land)
Burundi,BDI,1990-01-01,578015240.430936,0.166456299314916,1274.0,293300.0,1348.5,81.0,92.17474107912595,2.25806451612903
Burundi,BDI,1991-01-01,567331265.529191,0.163047565883927,1274.0,299800.0,1368.9,85.5,91.8670233490768,2.25806451612903
Burundi,BDI,1992-01-01,519907053.667014,0.158746225723136,1274.0,306100.0,1391.4,88.1,91.8675724389962,5.59247311827957
Burundi,BDI,1993-01-01,442751235.584843,0.163823449054342,1274.0,299700.0,1394.1,84.38,91.9121435635145,4.13333333333333
Burundi,BDI,1994-01-01,376786470.516063,0.162762296691515,1274.0,224724.0,1274.8,75.64,91.9809943124746,3.33333333333333
Burundi,BDI,1995-01-01,420406953.931406,0.154954011627485,1274.0,269037.0,1331.9,78.24,92.264298145592,3.19148936170213
Burundi,BDI,1996-01-01,463898280.759703,0.154847058877794,1274.0,272649.0,1386.3,79.06,92.4824588091751,2.97872340425532
Burundi,BDI,1997-01-01,412720733.077905,0.156506330598701,1274.0,304757.0,1434.0,78.49,92.4573205331512,1.05263157894737
Burundi,BDI,1998-01-01,398073904.848385,0.153545081159081,1274.0,260539.0,1275.9,73.75,92.2149657987946,3.80526315789474
Burundi,BDI,1999-01-01,384930042.941302,0.151487536599626,1274.0,264518.0,1309.5,77.84,92.0886174733125,4.13541666666667
Burundi,BDI,2000-01-01,383945638.22554,0.148372676306151,1218.0,254735.0,1228.2,80.6,91.9297208825295,3.64583333333333
Burundi,BDI,2001-01-01,384414355.99446,0.146962067959782,1274.0,283645.0,1283.5,88.36,91.6496961310089,3.58974358974359
Burundi,BDI,2002-01-01,357673252.260885,0.144487240281988,1274.0,292395.0,1308.8,103.08,91.253829187708,1.3438133874239404
Burundi,BDI,2003-01-01,336156027.69208,0.140562026614781,1274.0,282588.0,1284.1,87.58,91.148351949941,0.30404040404040433
Burundi,BDI,2004-01-01,383516660.671626,0.134734830909839,1274.0,290589.0,1328.1,105.12,90.7836213527444,1.1116751269035499
Burundi,BDI,2005-01-01,456319729.242213,0.126000042966542,1274.0,296951.0,1344.3,84.72,90.5508039663363,3.54602510460251
Burundi,BDI,2006-01-01,517470118.432038,0.119381398394797,1274.0,296904.0,1277.0,97.69,90.0731990452759,3.20447284345048
Burundi,BDI,2007-01-01,473777025.577097,0.115414670699401,1274.0,301452.0,1303.1,86.28,89.6841566461705,1.82165605095541
Burundi,BDI,2008-01-01,612575369.383833,0.111102789832202,1274.0,297923.0,1281.8,95.73,89.2316734710351,2.06772486772487
Burundi,BDI,2009-01-01,654174628.857131,0.105949654244256,1274.0,310262.0,1296.9,90.83,88.872801147316,1.86497890295359
Burundi,BDI,2010-01-01,780960635.272297,0.101317727701461,1274.0,323180.0,1231.7,101.46,88.3896904781867,3.62736842105263
Burundi,BDI,2011-01-01,820648548.279151,0.102902064606444,1274.0,338093.0,1153.8,94.11,87.8773549608804,5.635
Burundi,BDI,2012-01-01,826470260.731219,0.101975687089739,1274.0,257030.65,1107.5,81.0,87.3147581507831,6.20755598831548
Burundi,BDI,2013-01-01,940617724.03233,0.100964227531221,1274.0,254198.46,1178.4,116.44,86.7084151594637,10.5898956356736
Burundi,BDI,2014-01-01,945892940.835702,0.10009458521628,1274.0,236880.85,1332.4,101.22,86.1850290284298,12.0057076780759
Burundi,BDI,2015-01-01,952454092.334736,0.100293457933774,1274.0,260287.26,1203.9,95.57,86.3873451479134,9.02842960288809
Burundi,BDI,2016-01-01,834186113.100745,0.100983580069881,1274.0,468248.0900000001,1482.5,103.21,86.310446378232,15.241911894273102
Burundi,BDI,2017-01-01,777492756.183932,0.100984099610299,1274.0,375525.86,1125.4,97.88,86.30987259494,18.3321428571429
Burundi,BDI,2018-01-01,773800245.488632,0.100257634294216,1274.0,459945.08,1322.8,116.23,85.9887649862523,24.0009335576114
Burundi,BDI,2019-01-01,743181154.110079,0.0992220857918543,1274.0,547255.71,1445.7,127.71,85.5897779489094,19.9214144736842
Burundi,BDI,2020-01-01,758469649.992485,0.0985175916118493,1274.0,465248.57,1278.7,115.26,85.3194845714139,19.4886886564763
Burundi,BDI,2021-01-01,795550013.443296,0.0979524014573775,1274.0,457949.29,1478.5,118.07,85.4297995272631,19.0743622047244
Burundi,BDI,2022-01-01,920376194.666988,0.09910501787579676,1274.0,466394.0,1483.5,117.72,85.2073719490132,39.7898660890129
Burundi,BDI,2023-01-01,666337112.11796,0.1830247308184325,1274.0,261000.0,1183.0,73.78999999999999,85.0540029269898,2.91989247311828
Comoros,COM,1961-01-01,60009246.99317449,0.323060024552562,900.0,11300.0,1107.8,34.36,60.726936486404554,1.53846153846154
Comoros,COM,1962-01-01,58298645.94141215,0.317534757843109,900.0,11300.0,1118.8,34.64999999999999,60.726936486404554,1.53846153846154
Comoros,COM,1963-01-01,60009246.99317449,0.312222302279223,900.0,12300.0,1083.7,35.41,60.726936486404554,1.53846153846154
Comoros,COM,1964-01-01,60009246.99317449,0.307119502560904,900.0,13600.0,1162.4,36.39,60.726936486404554,1.53846153846154
Comoros,COM,1965-01-01,60009246.99317449,0.302371991980164,900.0,15000.0,1094.9,37.08,60.726936486404554,1.53846153846154
Comoros,COM,1966-01-01,60009246.99317449,0.297261082121804,900.0,16300.0,1086.7,38.63,60.726936486404554,1.53846153846154
Comoros,COM,1967-01-01,60009246.99317449,0.290361343524272,900.0,15500.0,1099.3,38.69,60.726936486404554,1.53846153846154
Comoros,COM,1968-01-01,60009246.99317449,0.282309202411355,900.0,14500.0,1188.5,39.23,60.726936486404554,1.53846153846154
Comoros,COM,1969-01-01,60009246.99317449,0.274260446158455,900.0,13500.0,1097.6,39.88,60.726936486404554,1.53846153846154
Comoros,COM,1970-01-01,58298645.94141215,0.266191617011692,900.0,13500.0,1097.6,39.61,60.726936486404554,1.53846153846154
Comoros,COM,1971-01-01,58298645.94141215,0.25807476227344,900.0,11500.0,935.0,39.42,60.726936486404554,1.53846153846154
Comoros,COM,1972-01-01,58298645.94141215,0.249925983458745,900.0,12600.0,1008.0,38.56,60.726936486404554,1.53846153846154
Comoros,COM,1973-01-01,58298645.94141215,0.241797485306153,900.0,13700.0,1078.7,41.94,60.726936486404554,1.53846153846154
Comoros,COM,1974-01-01,58298645.94141215,0.233749887620246,900.0,14800.0,1129.8,42.04,60.726936486404554,1.53846153846154
Comoros,COM,1975-01-01,58298645.94141215,0.225936070519862,900.0,16000.0,1203.0,40.28,60.726936486404554,1.53846153846154
Comoros,COM,1976-01-01,60009246.99317449,0.218459490888559,900.0,16200.0,1157.1,41.23,60.726936486404554,1.53846153846154
Comoros,COM,1977-01-01,59314834.44470337,0.211327821470256,900.0,17600.0,1205.5,43.12,58.646291954737606,0.95723076923077
Comoros,COM,1978-01-01,60009246.99317449,0.204603258542973,900.0,18000.0,1161.3,44.42,60.726936486404554,1.53846153846154
Comoros,COM,1979-01-01,60009246.99317449,0.198297085642986,900.0,18000.0,1058.8,45.64,60.726936486404554,1.53846153846154
Comoros,COM,1980-01-01,62339735.5609096,0.192466562636022,900.0,18200.0,1058.1,45.48,60.73924116341785,3.076923076923075
Comoros,COM,1981-01-01,57678758.42543939,0.187113897668849,900.0,18300.0,1057.8,43.06,60.73924116341785,3.076923076923075
Comoros,COM,1982-01-01,54056033.273513705,0.182001965621229,900.0,18200.0,1058.1,44.95,60.73924116341785,3.076923076923075
Comoros,COM,1983-01-01,56289933.3284972,0.176999343740895,900.0,18000.0,1125.0,46.21,60.73924116341785,3.076923076923075
Comoros,COM,1984-01-01,54257556.3219147,0.172122964645943,900.0,16650.0,1110.0,44.52,60.73924116341785,3.076923076923075
Comoros,COM,1985-01-01,57790697.53672421,0.167373928806856,900.0,16550.0,1088.8,45.72,60.73924116341785,3.076923076923075
Comoros,COM,1986-01-01,82017777.9070673,0.162777535698366,900.0,16990.0,1117.8,47.98,58.75903018331445,2.734999999999997
Comoros,COM,1987-01-01,99153501.4791803,0.158367016779595,900.0,16450.0,1155.5,53.1,56.666080974634205,0.6153076923076923
Comoros,COM,1988-01-01,104725367.945976,0.154142764657198,900.0,16500.0,1157.3,54.02,56.666080974634205,0.6153076923076923
Comoros,COM,1989-01-01,100311719.923559,0.15007977317174,900.0,18550.0,1281.3,55.45,55.236447923702855,0.6153076923076923
Comoros,COM,1990-01-01,126205417.190773,0.146200145750299,900.0,18655.0,1267.0,59.86,51.62868601048955,0.26738461538461533
Comoros,COM,1991-01-01,124588575.359151,0.142682787626549,900.0,5080.0,778.3,56.31,60.9239153042972,1.53846153846154
Comoros,COM,1992-01-01,134364952.923455,0.139750985244446,900.0,5019.2,795.0,57.38,60.5299576685119,1.53846153846154
Comoros,COM,1993-01-01,133037773.884732,0.137222862595581,900.0,4996.580000000001,807.4,58.34,60.3283228641955,1.53846153846154
Comoros,COM,1994-01-01,93765875.4802286,0.134815054486023,900.0,4994.55,822.3,58.93,60.5545670225385,4.61538461538461
Comoros,COM,1995-01-01,117054012.918088,0.132494608488624,900.0,5011.960000000001,839.3,61.76,60.2636553189002,4.61538461538461
Comoros,COM,1996-01-01,116345203.906484,0.130232595415412,900.0,4961.68,849.2,63.55,60.2630771002034,4.61538461538461
Comoros,COM,1997-01-01,107059535.95529,0.128008948810206,900.0,4920.52,854.7,62.75,59.8572342186442,4.61538461538461
Comoros,COM,1998-01-01,108721978.376312,0.125823417480163,900.0,4921.249999999999,840.3,65.44,59.626268314976,4.61538461538461
Comoros,COM,1999-01-01,112351350.637302,0.123600932521497,900.0,4903.429999999999,890.1,66.99,59.2926666305506,4.61538461538461
Comoros,COM,2000-01-01,103151005.06437,0.121250559617967,900.0,4883.37,899.5,68.4,58.0622148632224,4.61538461538461
Comoros,COM,2001-01-01,111192776.922454,0.118782208252622,900.0,4862.26,914.8,69.83,57.5349653357188,4.61538461538461
Comoros,COM,2002-01-01,125131437.597692,0.11629508894785098,900.0,4834.15,935.5,56.27,56.9634933440904,0.854615384615385
Comoros,COM,2003-01-01,160653699.05533,0.11407551448057,900.0,4940.21,973.6,57.67,56.368668605178,0.3759999999999999
Comoros,COM,2004-01-01,186157633.32617,0.11193310189012,900.0,5415.300000000001,921.7,64.05,55.7185575794601,0.6153076923076923
Comoros,COM,2005-01-01,192075347.693173,0.10967187861179,900.0,5426.83,1128.4,70.13,54.1042272422277,0.2399230769230769
Comoros,COM,2006-01-01,205173702.824414,0.107481897568098,900.0,5812.350000000001,1248.9,88.22,52.4766036841793,0.10384615384615392
Comoros,COM,2007-01-01,230400260.225154,0.105360926009074,900.0,6281.920000000001,1378.9,90.84,51.0038132096412,0.24784615384615405
Comoros,COM,2008-01-01,266813129.23406,0.103288220216842,900.0,9029.91,1596.4,93.1,49.1531447787514,0.39184615384615396
Comoros,COM,2009-01-01,271901172.348379,0.101254464932463,900.0,9996.41,1704.6,96.02,47.3903472746986,0.362307692307692
Comoros,COM,2010-01-01,276171351.024854,0.0992614944810609,900.0,11725.8,1953.7999999999997,97.99,45.5246894076312,0.2547692307692311
Comoros,COM,2011-01-01,312698348.0587,0.0972972325673297,900.0,12596.15,1934.6,99.38,43.6000438228098,0.2411538461538465
Comoros,COM,2012-01-01,306510084.813258,0.0953596525974502,900.0,13414.4,1918.3,99.66,41.7809023050561,0.2275384615384619
Comoros,COM,2013-01-01,343683868.310322,0.0933650487221916,900.0,14162.39,1899.9,100.67,39.8173500450673,0.14646153846153798
Comoros,COM,2014-01-01,345007931.926139,0.091355904332097,900.0,14818.0,1877.5,98.72,38.0053923156756,0.032923076923077055
Comoros,COM,2015-01-01,295591805.983505,0.0894476538568452,900.0,15372.0,1860.6,98.58,37.9678750755803,0.14292307692307693
Comoros,COM,2016-01-01,317711018.379799,0.087631666579035,900.0,15926.0,1843.6,102.7,37.5689522283849,0.6986153846153851
Comoros,COM,2017-01-01,343691289.037446,0.0859028188018803,900.0,16480.0,1826.6,103.12,36.9968689241932,0.09892307692307689
Comoros,COM,2018-01-01,400864319.490221,0.0842416309179746,900.0,17035.0,1800.2,105.43,36.3444795652415,1.13723076923077
Comoros,COM,2019-01-01,425667128.237453,0.08263643275047099,900.0,17588.0,1795.6,105.74,35.8358868839882,1.782
Comoros,COM,2020-01-01,438532225.247517,0.0810309126698688,900.0,18143.0,1782.0,106.46,35.6585471006682,6.39123076923077
Comoros,COM,2021-01-01,460262791.015592,0.0794452035875009,900.0,18697.0,1767.2,107.72,35.2126374962393,3.366
Comoros,COM,2022-01-01,452428602.255503,0.08104081816898594,900.0,19190.83,1752.1,107.76,34.9036436477649,3.90676923076923
Comoros,COM,2023-01-01,502886566.58238006,0.08023805812868484,900.0,18943.915,1759.65,107.74000000000001,34.4330766878409,3.636384615384615
Djibouti,DJI,1961-01-01,25796051.11382445,0.0111869336614834,220.0,5.0,2500.0,2.1099999999999994,2.7576062534512946,1300.0
Djibouti,DJI,1962-01-01,25796051.11382445,0.0107200668932174,220.0,5.0,2500.0,2.1099999999999994,2.7576062534512946,1300.0
Djibouti,DJI,1963-01-01,25796051.11382445,0.0102174268432238,220.0,5.0,2500.0,2.1099999999999994,2.7576062534512946,1300.0
Djibouti,DJI,1964-01-01,25796051.11382445,0.0096901102734549,220.0,5.0,2500.0,2.3299999999999983,2.7576062534512946,1300.0
Djibouti,DJI,1965-01-01,25796051.11382445,0.0091665750009166,220.0,5.0,2500.0,2.8800000000000026,2.7576062534512946,1300.0
Djibouti,DJI,1966-01-01,25796051.11382445,0.0086753593767621,220.0,5.0,2500.0,3.039999999999999,2.7576062534512946,1300.0
Djibouti,DJI,1967-01-01,25796051.11382445,0.0082203717252094,220.0,5.0,2500.0,3.230000000000004,2.7576062534512946,1300.0
Djibouti,DJI,1968-01-01,25796051.11382445,0.0077972709551656,220.0,5.0,2500.0,3.4100000000000037,2.7576062534512946,1300.0
Djibouti,DJI,1969-01-01,25796051.11382445,0.0073487264657034,220.0,5.0,2500.0,3.4200000000000017,2.7576062534512946,1300.0
Djibouti,DJI,1970-01-01,25796051.11382445,0.0068882383330463,220.0,5.0,2500.0,3.6300000000000026,2.7576062534512946,1300.0
Djibouti,DJI,1971-01-01,25796051.11382445,0.0064459570957095,220.0,5.0,2500.0,3.6300000000000026,2.7576062534512946,1300.0
Djibouti,DJI,1972-01-01,25796051.11382445,0.0060148205177557,220.0,5.0,2500.0,4.009999999999998,2.7576062534512946,1300.0
Djibouti,DJI,1973-01-01,25796051.11382445,0.0056038419940711,220.0,5.0,2500.0,4.259999999999998,2.7576062534512946,1300.0
Djibouti,DJI,1974-01-01,25796051.11382445,0.0051917575656887,220.0,5.0,2500.0,4.719999999999999,2.7576062534512946,1300.0
Djibouti,DJI,1975-01-01,25796051.11382445,0.0047639918440459,220.0,5.0,2500.0,4.810000000000002,2.76048110056791,1300.0
Djibouti,DJI,1976-01-01,25796051.11382445,0.0043339386400967,220.0,5.0,2500.0,5.299999999999997,2.76048110056791,1300.0
Djibouti,DJI,1977-01-01,25796051.11382445,0.0039275292306363,220.0,5.0,2500.0,5.729999999999997,2.76048110056791,1300.0
Djibouti,DJI,1978-01-01,25796051.11382445,0.0035710332070377,220.0,5.0,2500.0,6.310000000000002,2.76048110056791,1500.0
Djibouti,DJI,1979-01-01,25796051.11382445,0.003283932048878,220.0,5.0,2500.0,9.020000000000003,2.76048110056791,1844.0
Djibouti,DJI,1980-01-01,25796051.11382445,0.0030692264014855,220.0,5.0,2500.0,31.73,2.76048110056791,1200.0
Djibouti,DJI,1981-01-01,25796051.11382445,0.0029150524563689,220.0,5.0,2500.0,32.63,2.182755156010415,22.0
Djibouti,DJI,1982-01-01,25796051.11382445,0.0028020623178659,220.0,5.0,2500.0,35.1,2.463498844285435,611.0
Djibouti,DJI,1983-01-01,25796051.11382445,0.0027059718091856,220.0,5.0,2500.0,35.26,2.463498844285435,611.0
Djibouti,DJI,1984-01-01,25796051.11382445,0.002603807287015,220.0,7.0,2333.3,39.98,2.463498844285435,611.0
Djibouti,DJI,1985-01-01,25796051.11382445,0.0024833183092575,220.0,7.0,1750.0,41.93,2.76048110056791,650.0
Djibouti,DJI,1986-01-01,25796051.11382445,0.0023455403069374,220.0,10.0,1666.7,45.71,2.7576062534512946,100.0
Djibouti,DJI,1987-01-01,25796051.11382445,0.0022007090684618,220.0,9.0,1500.0,45.46,2.76048110056791,100.0
Djibouti,DJI,1988-01-01,25796051.11382445,0.0020638855121428,220.0,10.0,1538.5,41.41,2.76048110056791,100.0
Djibouti,DJI,1989-01-01,25796051.11382445,0.0019107489180383997,220.0,4.0,1333.3,45.68,2.427788358249865,1522.0
Djibouti,DJI,1990-01-01,25796051.11382445,0.0017255123909044,220.0,10.0,1666.7,59.26,2.740426702981935,56.150000000000006
Djibouti,DJI,1991-01-01,25796051.11382445,0.0015845550252578,220.0,9.86,1643.3,59.12,2.77766065103727,100.0
Djibouti,DJI,1992-01-01,25796051.11382445,0.0015974185715882999,220.0,9.88,1647.3,61.48,2.74330155009855,100.0
Djibouti,DJI,1993-01-01,25796051.11382445,0.001628014880056,220.0,9.91,1651.9,61.94,2.73755185586532,100.0
Djibouti,DJI,1994-01-01,25796051.11382445,0.0015956343444336,220.0,9.94,1657.5,63.71,2.70860684846006,56.349999999999994
Djibouti,DJI,1995-01-01,25796051.11382445,0.0015795941706656,220.0,10.0,1666.7,65.29,2.68715238562022,56.349999999999994
Djibouti,DJI,1996-01-01,25796051.11382445,0.0015423815605199,220.0,10.1,1683.3,66.1,2.6677437060511,56.349999999999994
Djibouti,DJI,1997-01-01,25796051.11382445,0.0014885005887019,220.0,10.23,1704.7,68.22,2.62061697833716,56.349999999999994
Djibouti,DJI,1998-01-01,25796051.11382445,0.0014298951028951998,220.0,10.36,1726.0,69.22,2.5739647773241,11.930000000000007
Djibouti,DJI,1999-01-01,25796051.11382445,0.0013807997039565001,220.0,10.62,1769.4,71.66,2.49630227852236,11.930000000000007
Djibouti,DJI,2000-01-01,25796051.11382445,0.0013381184448922,220.0,11.0,1833.3,73.62,2.43069541004851,11.930000000000007
Djibouti,DJI,2001-01-01,25796051.11382445,0.0012964905297849,220.0,12.0,1714.3,75.87,2.36370858016919,11.930000000000007
Djibouti,DJI,2002-01-01,25796051.11382445,0.0012569540985502,220.0,10.0,1666.7,78.69,2.28117621105782,12.699999999999989
Djibouti,DJI,2003-01-01,25796051.11382445,0.0012292275902590997,220.0,10.0,1666.7,74.13,2.20388968595568,11.160000000000025
Djibouti,DJI,2004-01-01,25796051.11382445,0.001210472035675,220.0,9.95,1658.7,77.61,2.13653761686641,11.009999999999991
Djibouti,DJI,2005-01-01,25796051.11382445,0.0011916579179114001,220.0,9.0,1500.0,78.32,2.07791606546246,11.509999999999991
Djibouti,DJI,2006-01-01,25796051.11382445,0.0015191104089445,220.0,10.0,1666.7,74.6,2.00383263169013,12.300000000000011
Djibouti,DJI,2007-01-01,25796051.11382445,0.0017152109480771,220.0,10.96,1738.2,79.87,1.93481490197232,13.413333333333298
Djibouti,DJI,2008-01-01,25796051.11382445,0.001344185390049,220.0,12.12,1780.6,83.02,1.86010143399258,14.0
Djibouti,DJI,2009-01-01,25796051.11382445,0.0014261782700896002,220.0,13.12,1816.7,86.33,1.79905098831986,13.4538461538462
Djibouti,DJI,2010-01-01,25796051.11382445,0.0017199659016760003,220.0,14.06,1848.3,87.23,1.74217462932455,15.349999999999994
Djibouti,DJI,2011-01-01,25796051.11382445,0.0021084635836712,220.0,14.97,1879.3,91.4,1.67082695869233,16.069999999999993
Djibouti,DJI,2012-01-01,25796051.11382445,0.00206879359336,220.0,16.0,2000.0,102.96,1.60637830536924,17.870000000000005
Djibouti,DJI,2013-01-01,24409045.6389509,0.0020308197200717996,220.0,16.0,2000.0,97.84,1.5466663243892,17.69999999999999
Djibouti,DJI,2014-01-01,27183056.588698,0.0019945807241724,220.0,16.46,1986.4,98.53,1.48825804017731,19.049999999999983
Djibouti,DJI,2015-01-01,25674491.4782159,0.0019601828066485,220.0,17.92,2007.6,101.23,1.4292745954593,18.590000000000003
Djibouti,DJI,2016-01-01,25934614.3674636,0.0019274266060041,220.0,16.79,1998.2,100.24,1.37133216846418,21.47
Djibouti,DJI,2017-01-01,35754458.9553289,0.0018960203480903,220.0,16.75,1998.7,123.49000000000001,1.32424871508248,24.379999999999995
Djibouti,DJI,2018-01-01,41275374.885354,0.0018658770275085997,220.0,16.73,1998.2,137.16,1.27749847432507,23.22
Djibouti,DJI,2019-01-01,46930535.502276,0.001837038180083,220.0,17.57,2024.7,160.68,1.23425764628609,31.014999999999986
Djibouti,DJI,2020-01-01,53478990.102464,0.002714470298266,220.0,17.82,2039.3,169.14,1.24043021778902,36.870000000000005
Djibouti,DJI,2021-01-01,62276463.6705848,0.0026755900567938,220.0,17.37,1973.9,150.47,1.2242932411761398,33.97999999999999
Djibouti,DJI,2022-01-01,66880924.5952926,0.0026950301775299,220.0,18.27,2061.7,139.41,1.17734962907616,33.97999999999999
Djibouti,DJI,2023-01-01,72136013.751892,0.0026950301775299,220.0,17.82,2017.8,144.93999999999997,1.14839105628052,33.97999999999999
Eritrea,ERI,1991-01-01,110713592.89238724,0.2483229487055145,384.0,170120.0,511.8,84.89,69.4201435690133,2.1902254326229396
Eritrea,ERI,1992-01-01,130495494.512687,0.2483229487055145,384.0,170120.0,511.8,84.89,69.4844878582063,2.1902254326229396
Eritrea,ERI,1993-01-01,90931691.2720875,0.268318098109597,384.0,86850.0,256.6,65.14,68.8927415802993,1.40562248995984
Eritrea,ERI,1994-01-01,116509740.25974,0.228327799301432,384.0,253390.0,767.0,104.64,68.0996478929812,2.97482837528604
Eritrea,ERI,1995-01-01,108734375.0,0.216267780988877,384.0,124144.99999999999,416.0,88.85,68.0857944514647,3.6849315068493196
Eritrea,ERI,1996-01-01,112542671.511948,0.173364454367093,384.0,85361.0,264.9,71.71,67.6210587176623,13.531165311653101
Eritrea,ERI,1997-01-01,103765330.074029,0.181680052598931,384.0,99380.0,265.5,76.28,66.9663344728333,15.345268542199502
Eritrea,ERI,1998-01-01,174207035.383385,0.228396468752107,384.0,457811.0,959.7,138.6,66.8148254433078,13.0522088353414
Eritrea,ERI,1999-01-01,156538384.593051,0.225056264066017,384.0,318828.0,746.6,112.81,66.7124552021685,21.8875502008032
